Name,AB,H,HR,R,RBI,BB,SO,NSB,AVG,OBP,SLG,OPS,wRC+,WAR,PlayerID,Score
Brett Wisely,92.7262,20.4603,1.99325,11.4279,9.23359,9.41075,28.5738,1.465669,0.220653,0.295601,0.343922,0.639523,76.0698,0.132603,27735,-28.895515587817407
Martín Maldonado,232.224,45.0939,9.1002,24.8914,26.1941,20.4068,85.5603,0.053279999999999994,0.194183,0.267048,0.34745,0.614498,67.4022,0.128832,6887,-30.785915946079946
Jorge Barrosa,31.7375,7.59108,0.859994,4.34739,3.30746,3.14982,7.10313,0.742178,0.239183,0.312127,0.378622,0.690749,88.5183,0.127917,sa3005524,-17.552576030504138
Pedro Pagés,28.3259,6.37232,0.911769,3.08424,3.09533,2.43214,7.82486,0.016586700000000003,0.224964,0.289249,0.365443,0.654692,78.5845,0.126402,sa3010339,-28.708958984942043
Ben Gamel,107.655,25.2533,2.81252,13.5217,12.3183,13.2936,29.4305,0.7847850000000001,0.234576,0.322683,0.375245,0.697928,92.3737,0.124648,12160,-11.74875415185792
Charles Leblanc,33.9569,7.90678,0.815165,4.14665,3.67625,3.03936,11.5815,0.32763770000000003,0.232847,0.301827,0.354652,0.656479,80.2472,0.122975,19813,-26.279297696697935
Ryan Bliss,61.1288,13.8727,1.75809,7.85939,6.38442,4.36574,17.0688,2.500464,0.226943,0.282123,0.363464,0.645587,80.8189,0.119189,sa3016951,-28.76030309180331
Jackson Merrill,124.433,31.4906,2.58512,15.1469,15.0863,8.12882,21.8068,1.972443,0.253074,0.30043,0.375357,0.675787,83.8311,0.118598,sa3016829,-15.16676845650571
Eddys Leonard,30.9665,7.42988,0.956761,3.71974,3.49405,2.30195,7.99679,0.10853680000000002,0.239933,0.311828,0.381236,0.693064,92.4213,0.115806,sa3005554,-17.17846319190296
Jacob Young,92.0522,23.6082,0.897781,10.915,8.5802,6.73483,18.4091,5.541633,0.256465,0.312885,0.353392,0.666277,81.4974,0.115571,29931,-17.53463457340175
Tyler Gentry,75.8093,18.1479,2.10611,9.41001,8.75435,7.95583,21.3699,0.843823,0.239389,0.319301,0.374069,0.69337,91.5889,0.114185,sa3014485,-14.079496399844206
Eduardo Escobar,243.714,56.8878,7.83988,28.574,31.2212,18.0958,62.9941,0.526821,0.23342,0.286946,0.391792,0.678738,82.461,0.11253,6153,-10.90319362492228
Samad Taylor,36.9558,8.75239,1.05073,5.04705,3.88275,4.00916,10.8744,2.441022,0.236834,0.313872,0.377651,0.691523,96.0501,0.112239,22274,-16.98311001322683
Brett Sullivan,45.2811,10.5228,1.0204,5.03814,4.7904,3.39548,8.4491,0.548708,0.232388,0.286685,0.355642,0.642326,74.6774,0.112081,18217,-29.682535572166177
Ben Rortvedt,41.8701,8.27645,1.34616,4.83209,4.92877,4.43815,13.3667,0.028269699999999995,0.19767,0.282204,0.334317,0.616521,70.3677,0.11168,20287,-40.080113066343
Austin Wynns,73.0816,16.3082,1.83486,7.34633,7.5993,6.04715,19.6186,0.2143143,0.223151,0.288814,0.336691,0.625504,66.0135,0.109645,15271,-32.993566285768544
Ryan Kreidler,39.0618,8.36788,1.22185,4.75279,4.73564,3.98258,13.5655,0.960845,0.214222,0.291655,0.352403,0.644057,78.0447,0.106373,25867,-31.485216544533017
Carlos Pérez,84.9056,18.4855,2.13931,7.16489,8.54404,4.45259,14.5096,0.012030399999999997,0.217718,0.261328,0.340384,0.601712,67.229,0.105605,20805,-40.16032177783177
Pavin Smith,102.981,24.7865,3.26205,13.3461,13.6284,12.5039,24.374,0.305481,0.24069,0.324686,0.387661,0.712347,94.9522,0.102506,19892,-7.5674915251136445
Jonathan Schoop,195.604,46.4585,5.20778,22.2759,21.8257,11.5364,46.389,0.801172,0.237514,0.284975,0.36655,0.651525,76.4775,0.101475,11265,-19.936510150114977
Roberto Pérez,50.9128,10.4953,1.61382,5.51359,5.83704,5.88233,19.5537,0.0293485,0.206142,0.291519,0.333386,0.624905,68.3979,0.100396,2900,-36.04960937095675
Brett Harris,31.9662,7.25851,0.809044,3.59651,3.13642,2.54172,7.38674,0.6018212999999999,0.227068,0.296934,0.350535,0.64747,84.4475,0.100354,sa3017293,-29.312112583507368
Zack Short,80.8768,15.8198,2.67144,9.54465,9.66123,10.8215,27.5355,1.398194,0.195603,0.289102,0.341061,0.630163,73.1775,0.100046,19562,-34.35017952203075
Andre Lipcius,33.9504,8.18973,0.973,3.94189,3.54496,3.60195,7.46389,0.1200499,0.241226,0.316288,0.385665,0.701953,94.4426,0.0993089,25822,-14.638823651414345
Jake Alu,133.172,33.2884,1.97706,15.0008,14.0515,9.27401,30.5654,2.6014399999999998,0.249965,0.302727,0.356298,0.659025,78.6199,0.0992805,25569,-19.158353073261615
Luisangel Acuña,37.2672,9.04779,0.791968,4.48554,3.4427,2.6593,8.97677,1.87265,0.242781,0.296594,0.35664,0.653235,79.0085,0.098715,sa3008765,-25.553707883523074
Jose Miranda,150.012,38.4988,4.28961,17.5495,19.2849,9.90707,27.9666,0.4645250000000001,0.256638,0.310643,0.395768,0.706411,95.4623,0.0969864,20538,-5.879704194479858
Taylor Trammell,100.111,20.1877,4.32058,13.3459,12.9064,12.2839,39.3008,1.386819,0.201653,0.293971,0.375176,0.669147,88.9941,0.093819,19960,-23.3108362513383
Logan Porter,24.4646,5.40311,0.78139,2.84614,2.70501,2.71155,7.71631,0.0066710300000000005,0.220854,0.30749,0.363179,0.670668,86.0091,0.0934018,20626,-25.036453946399966
Diego Castillo,43.1464,9.9267,0.997554,5.1771,4.9532,4.01353,9.31145,0.17022299999999999,0.23007,0.298074,0.351651,0.649725,76.7769,0.0927234,19906,-27.823718379718827
Tommy La Stella,90.4777,21.8181,1.83184,10.1483,9.44027,7.90908,15.7898,0.03330670000000001,0.241144,0.304733,0.353337,0.65807,80.9564,0.0895727,12371,-22.03427089058223
Tucupita Marcano,141.013,33.9994,2.58325,16.5929,14.232,11.2696,28.4205,1.93445,0.241109,0.300842,0.359902,0.660745,80.7782,0.0895012,22871,-19.409473581349257
Austin Martin,52.7817,12.3345,0.828255,6.86443,5.13522,5.66393,11.8922,1.58253,0.233688,0.323592,0.334614,0.658206,87.6345,0.0885636,sa3014454,-23.485050812227694
Thomas Saggese,19.3564,4.89662,0.844961,2.497,2.77235,1.30194,5.10082,0.07656099999999999,0.252972,0.30356,0.440945,0.744505,100.823,0.0878659,sa3014503,-5.656297406512093
Richie Palacios,155.725,37.8966,3.50313,19.4338,17.9907,15.9764,28.3799,2.669601,0.243355,0.31918,0.376572,0.695752,91.6767,0.087318,24589,-8.808755770622865
Kevin Newman,68.5471,18.1114,0.673477,7.33454,6.74038,4.2361,10.0248,1.127337,0.264219,0.309242,0.355404,0.664646,80.5311,0.0866888,17696,-18.690899150302076
Ronny Mauricio,29.0381,7.24231,1.07778,3.53567,3.41916,1.69971,7.22278,0.989546,0.249407,0.294049,0.408437,0.702487,89.7479,0.0866444,23698,-14.820546934582758
Mike Brosseau,40.8148,9.36055,1.48028,4.65542,4.96194,3.24572,11.983,0.12588310000000003,0.229342,0.297991,0.385251,0.683242,87.0385,0.0853527,19683,-20.860750499118293
Jeter Downs,50.2817,10.2938,1.16326,6.50115,4.85531,6.19762,17.2984,4.166647,0.204723,0.297868,0.323839,0.621706,73.5188,0.08444,22202,-36.08622577497316
James Wood,85.9635,19.7689,3.27999,11.0045,10.5173,8.06209,30.6396,1.585667,0.229969,0.302877,0.413432,0.716309,92.8767,0.0833042,sa3016870,-10.534761168167211
Chad Wallach,85.1906,16.9089,3.04179,9.06022,8.91325,7.18736,29.7298,-0.0371067,0.198483,0.265611,0.345907,0.611517,64.9254,0.0824788,17161,-39.696845943529965
Tyler Heineman,41.4589,9.24789,0.40297,4.3918,3.62795,4.12086,9.68897,0.4356281,0.223062,0.300066,0.311963,0.612029,65.8052,0.0806364,13897,-36.97062454971479
Keston Hiura,65.5538,15.1049,2.97199,8.83332,10.0886,5.79989,26.6524,0.9178729999999999,0.23042,0.309938,0.419029,0.728967,96.9512,0.0790816,20003,-8.419039730195959
Jonathan Ornelas,41.6044,9.47856,0.713089,5.15872,4.16247,3.37092,13.0237,0.477348,0.227826,0.292112,0.324293,0.616405,68.7383,0.0781752,24597,-35.70949560002027
Jordan Groshans,33.4569,8.31179,0.738366,3.56627,3.37032,3.07266,7.10146,0.005132350000000001,0.248433,0.314805,0.366269,0.681074,86.1335,0.0780814,23794,-18.279191946705986
César Salazar,25.405,5.33485,0.238744,2.87335,2.8286,1.9445,6.43687,0.0786915,0.209992,0.288586,0.287115,0.575701,63.5947,0.0779941,21587,-47.76741166842298
Yu Chang,78.048,17.1967,2.50657,9.86618,10.25,5.32079,24.5063,1.2359589999999998,0.220335,0.277923,0.368287,0.646209,70.1923,0.0759171,14773,-29.01829989128757
Angel Martínez,39.2515,9.29737,0.790116,4.68266,4.71395,2.89584,9.33876,0.6084761,0.236867,0.296977,0.359058,0.656035,83.0896,0.0758949,sa3008762,-25.928100839525605
Jorbit Vivas,20.8723,5.06377,0.130637,2.70579,2.27707,1.78239,3.38592,0.0818844,0.242607,0.323212,0.314586,0.637798,80.3071,0.0756247,sa3005511,-28.340158197382912
Romy Gonzalez,121.473,27.381,3.36251,15.3858,14.5025,6.33718,43.1704,3.83913,0.225409,0.267466,0.369195,0.636661,65.3813,0.0749068,21562,-28.92174797825482
Blake Perkins,70.6747,15.6982,1.75945,9.66022,7.82913,8.94958,22.6065,1.758107,0.22212,0.311334,0.349465,0.6608,82.1903,0.0746853,19921,-23.85710979578867
Connor Norby,19.8586,5.02163,0.610449,2.91289,2.69605,1.59635,5.58741,0.12174689999999999,0.252869,0.311659,0.402726,0.714384,98.771,0.0741901,sa3017019,-11.486066950733209
Donny Sands,38.5244,8.65664,0.678583,4.00688,3.80618,3.36715,9.46013,0.0330897,0.224706,0.290642,0.32869,0.619333,71.8106,0.0726162,18603,-35.80976741729164
Evan White,44.6418,10.2274,2.09304,5.32628,5.8748,3.77654,13.1434,0.308068,0.229098,0.299396,0.412152,0.711547,93.2384,0.0719888,20078,-14.313011472486691
Ryan McKenna,80.5503,17.9227,1.92269,11.1849,8.48907,7.07647,28.6608,1.6969649999999998,0.222503,0.29421,0.342146,0.636356,78.7988,0.0719723,19928,-29.888305028179026
Rob Brantly,50.2681,11.3957,0.797608,5.06322,4.96961,3.44294,10.0246,0.053588000000000004,0.226699,0.296959,0.321046,0.618005,71.9335,0.0719289,10655,-35.08290469885996
Franchy Cordero,73.2089,16.2933,3.07748,10.0763,9.84654,6.68112,26.04,0.756564,0.22256,0.29248,0.402173,0.694653,88.5479,0.0714158,14567,-17.371758243753536
Ernie Clement,57.4095,14.8559,0.852312,6.91589,6.36049,3.41444,6.62861,0.6714819999999999,0.25877,0.301252,0.358472,0.659724,82.5049,0.0713984,20352,-21.186525168311952
Korey Lee,173.628,36.804,3.96313,17.7669,16.9917,10.3303,54.6929,1.52067,0.211971,0.260088,0.327614,0.587702,58.7799,0.0709065,25543,-40.14310361924144
Jeferson Quero,22.9233,5.56085,0.566479,2.53959,2.69021,1.59236,5.2133,0.23506139999999998,0.242585,0.296547,0.370488,0.667035,80.6922,0.0697252,sa3015407,-23.607762659733208
Alan Trejo,127.719,31.4312,3.54637,15.3145,15.3067,7.6445,32.7001,1.188162,0.246096,0.293324,0.392176,0.6855,68.9696,0.069584,20056,-14.154289381716
Emmanuel Rivera,218.042,55.2787,6.13096,27.8489,27.4432,16.998,49.5097,0.6381319999999999,0.253523,0.310712,0.399738,0.710451,91.7632,0.0669494,19890,-1.6876679397790388
Jake Cave,169.282,39.0885,5.38514,21.3543,20.912,13.9481,52.5131,1.349138,0.230908,0.295744,0.392848,0.688592,84.897,0.0662244,14477,-12.537490666428248
Mark Mathias,35.1116,8.10019,0.98353,4.15091,4.25588,4.04675,10.4909,1.278495,0.230699,0.315623,0.368218,0.683841,82.9457,0.0653037,18032,-19.633207626487643
Brett Phillips,96.9039,17.2285,3.39974,12.8355,9.71845,10.8,46.0421,3.0501929999999997,0.177789,0.263763,0.327408,0.591171,61.8331,0.0617303,14735,-45.580044234333045
Kyle Stowers,39.1264,8.74585,1.80282,4.96245,4.9481,3.86421,13.588,0.1730582,0.223528,0.299954,0.412997,0.712951,97.7504,0.0615609,26151,-15.156186078746838
Israel Pineda,24.4827,5.30328,1.0545,2.39503,2.52532,1.64748,7.62246,0.030223299999999998,0.216613,0.270817,0.393943,0.664761,77.2082,0.0609509,22906,-29.059263203447824
Jose Herrera,85.9713,18.3452,0.907501,9.61937,7.37774,8.79937,22.9581,0.4697035,0.213387,0.288458,0.291001,0.579459,60.5227,0.0604779,17040,-44.01038546798834
Vinny Capra,30.3777,7.2955,0.520593,3.97342,3.14469,3.27602,7.30944,0.22515979999999997,0.24016,0.317435,0.353956,0.671391,84.9964,0.0600346,25040,-21.443323593539695
Tyler Fitzgerald,32.8371,7.21953,1.07582,3.69878,3.51773,2.29336,10.8594,1.217924,0.219859,0.274319,0.369777,0.644096,74.2067,0.0599043,26208,-32.1570717864619
Michael Chavis,139.25,31.7347,4.46864,16.3448,16.5376,7.41442,46.4353,0.7882800000000001,0.227897,0.272335,0.370659,0.642994,78.3914,0.0585633,17321,-26.180583965656524
David Hamilton,26.9918,6.02042,0.629,3.87136,2.95176,2.84709,7.59776,1.283879,0.223046,0.298977,0.334371,0.633348,70.5753,0.0585018,27531,-32.70678800586217
Drew Romo,39.0385,9.90338,0.995932,4.47696,4.57745,2.45262,8.194,0.7014199999999999,0.253682,0.299234,0.385496,0.68473,69.5155,0.0582787,sa3014522,-17.344344465665756
Austin Shenton,26.2076,5.90341,0.714379,3.50467,3.65939,3.04675,9.06225,0.0373664,0.225256,0.310173,0.374365,0.684537,88.7486,0.0581727,sa3009869,-21.3214100408132
Danny Mendick,65.3883,15.5328,1.36911,7.77008,6.57867,5.18478,14.3491,0.8076059999999999,0.237547,0.29894,0.344685,0.643625,77.3536,0.0581005,18889,-26.990074483693395
Leo Jimenez,25.2615,6.092,0.340503,3.20175,2.96582,2.26261,5.57,0.1058376,0.241158,0.3208,0.329159,0.64996,85.3994,0.0574951,sa3006891,-25.88469245227305
DJ Stewart,227.497,49.4094,11.5383,29.3451,31.6865,26.1465,75.9952,1.0845040000000001,0.217187,0.309449,0.412875,0.722324,97.257,0.0574453,17766,0.8034956918280196
Victor Scott II,32.3194,7.84531,0.339556,4.21301,3.13229,2.10306,6.70705,1.93497,0.242743,0.299581,0.344026,0.643607,76.879,0.0567828,sa3019838,-27.83840575450534
Damiano Palmegiani,23.8198,5.11219,0.976037,2.70623,3.0741,2.29551,7.71397,0.0635881,0.21462,0.289057,0.390055,0.679112,87.702,0.0551786,sa3017326,-25.223513362756474
Matt Shaw,34.3183,9.01174,1.12771,4.23889,4.58622,1.62002,7.10378,1.147645,0.262593,0.301248,0.404548,0.705796,91.2673,0.0543758,sa3022615,-11.597794242487682
Christian Arroyo,103.011,25.1891,2.17027,10.537,10.5546,4.76362,22.3822,0.9907530000000001,0.244528,0.284376,0.364641,0.649016,73.8454,0.0524815,16434,-24.509505002519102
Jo Adell,245.946,55.1379,10.6152,31.8116,32.7761,17.7146,90.6299,2.82433,0.224187,0.283079,0.409689,0.692768,85.3405,0.0515092,20220,-7.238067084720742
Joey Bart,75.2431,16.3824,1.70337,8.12149,7.45365,5.73526,26.7489,0.1278799,0.217727,0.282428,0.317309,0.599738,65.6423,0.0502984,21524,-39.66406038317024
Zach Remillard,74.9254,16.9904,1.15795,8.79037,6.73956,6.25476,22.2322,1.6010079999999998,0.226764,0.296402,0.316667,0.613069,70.0625,0.0499456,19788,-34.7984294940791
Tyler Wade,82.4499,18.7218,0.781111,10.8735,5.75121,6.85736,21.8604,5.00304,0.227069,0.292341,0.307122,0.599463,66.3459,0.0496595,15730,-37.27295821044763
Hanser Alberto,101.744,25.7871,1.94009,10.9483,11.6654,3.37625,15.8855,0.369486,0.253452,0.283091,0.37307,0.656162,76.5962,0.0489274,11902,-22.182585394171454
Andy Pages,37.0446,8.39196,1.1814,5.22846,5.16045,3.81193,11.2594,0.08609160000000002,0.226536,0.310641,0.383491,0.694132,90.8401,0.0486385,sa3005625,-18.427565657382203
Terrin Vavra,45.7673,11.1244,0.715115,6.07372,4.94804,4.92921,10.8895,0.758592,0.243064,0.321645,0.341642,0.663287,88.7169,0.0476748,24400,-21.649017562007323
Brady House,34.4234,8.42166,0.852505,3.95995,3.90997,1.8261,10.1137,0.08797540000000001,0.24465,0.291525,0.368805,0.66033,78.2518,0.0451178,sa3017694,-24.5718189010131
Kyle Lewis,78.04,17.9161,2.82887,9.66271,9.93777,8.08379,25.3979,0.013038299999999996,0.229575,0.30585,0.381609,0.687459,88.7717,0.0450637,19508,-17.078390463377563
Gilberto Celestino,51.6591,12.326,0.697422,5.40219,4.85647,5.6465,12.1273,0.454691,0.238603,0.316537,0.338597,0.655133,79.9898,0.0449295,20233,-24.216549011666658
Oliver Dunn,21.1398,4.47956,0.733718,2.74344,2.37691,2.66145,7.86316,0.21705060000000004,0.211901,0.303024,0.364304,0.667327,82.724,0.0429286,sa3010595,-27.351183742928388
David Fletcher,133.851,35.2387,0.768122,15.5549,11.8717,6.95984,13.0632,1.087017,0.263268,0.302671,0.328547,0.631218,70.5464,0.0419722,17992,-24.305370951339054
Nasim Nuñez,124.586,27.5953,0.834832,15.3324,9.69114,14.1538,31.5283,5.87321,0.221495,0.302654,0.288781,0.591435,65.055,0.0416729,sa3010695,-37.172915150843515
Nick Martini,82.1232,19.832,3.25399,10.9321,11.1455,8.71811,21.5612,0.1388186,0.241491,0.323442,0.406687,0.730129,93.7751,0.0409877,12005,-4.859057966030026
Alika Williams,57.4947,13.1906,0.879769,6.32036,5.6921,4.79127,15.2527,0.262605,0.229424,0.296832,0.32492,0.621752,69.9082,0.0403729,27604,-33.52711344393857
Aaron Hicks,321.12,72.8056,8.82213,45.2173,36.5514,47.0828,87.387,4.49918,0.226724,0.327804,0.354997,0.682801,90.0007,0.0383676,5297,-1.5269802462492685
Tyler Soderstrom,295.063,64.2914,9.91098,30.1599,35.5797,20.6268,92.2982,0.44815,0.21789,0.272213,0.366856,0.63907,77.5448,0.0377684,27467,-19.859166192419877
Óscar Mercado,118.714,26.9283,2.87674,14.7608,13.2549,8.28739,29.9887,3.80724,0.226833,0.284017,0.359882,0.643899,75.1123,0.0376867,16375,-26.280868457262386
Gavin Sheets,279.243,64.9283,10.1031,28.0131,35.525,34.0179,63.1063,0.534038,0.232515,0.317553,0.387662,0.705215,93.6216,0.0367862,19901,0.8906714676588454
Andrew Stevenson,49.0817,12.0082,0.957244,6.60354,4.76598,3.34222,14.3964,2.549959,0.244658,0.303502,0.356199,0.659702,84.0131,0.0367774,17932,-22.965520546667413
Josh Harrison,110.483,27.4763,1.70951,12.8235,11.6241,6.14691,21.8046,0.29309700000000005,0.248693,0.309168,0.349519,0.658687,82.2669,0.035424,8202,-20.455160669932088
Kevin Pillar,169.174,39.3209,6.64373,21.6206,22.7044,7.932,41.909,2.059993,0.232429,0.27439,0.407054,0.681445,82.3774,0.0332799,12434,-14.63841103614856
Nathan Lukes,73.0116,18.4522,0.858362,8.80396,7.60898,5.40663,15.5151,0.8646400000000001,0.252729,0.308929,0.348002,0.656931,83.0024,0.0330576,18123,-21.62464197773972
Chadwick Tromp,22.2511,4.79519,0.665398,2.54206,2.61714,1.73825,6.23434,0.0202491,0.215504,0.274691,0.356428,0.631119,69.0116,0.0329449,16953,-36.192268958114724
Blaze Alexander,20.3642,4.55775,0.556304,2.84313,2.60879,1.77584,7.23753,0.11766969999999999,0.223811,0.29161,0.34403,0.63564,73.6699,0.0329335,sa3007742,-33.116553252446685
Wenceel Pérez,22.8532,5.58653,0.223972,3.39058,2.21479,2.15259,4.55544,0.22830099999999998,0.244453,0.311092,0.337088,0.64818,80.7804,0.0297641,sa3003326,-26.494493083006013
Billy McKinney,55.2948,12.185,1.93287,6.56238,6.94402,6.18407,16.6673,0.18510290000000001,0.220364,0.301644,0.374075,0.67572,84.9066,0.0286213,15654,-22.438374166333105
Jake Marisnick,44.8718,10.1984,1.13961,5.16683,4.64228,2.86871,14.299,0.769162,0.227278,0.282383,0.36403,0.646413,74.6275,0.0285059,11339,-29.858702482565903
Kenedy Corona,30.1731,6.65461,0.941333,3.93749,3.45666,2.32557,9.461,0.696443,0.220547,0.281373,0.361507,0.642879,76.802,0.0264506,sa3009845,-32.07963554023887
Jonatan Clase,40.3358,8.46255,1.06474,5.4783,3.67402,3.81952,13.9796,2.855935,0.209803,0.283799,0.346083,0.629881,78.3283,0.0236535,sa3008787,-35.333421996070456
Coco Montes,36.1158,8.68978,1.10661,4.60431,4.45836,3.00446,11.1863,0.08482200000000001,0.240609,0.303355,0.391886,0.695241,73.6111,0.0215183,21547,-16.839663376303974
Michael Perez,29.2994,5.64185,0.823707,2.82745,2.92642,2.67955,8.29871,0.008832900000000001,0.192559,0.263182,0.305578,0.56876,59.2184,0.0213142,12977,-52.688482255471584
Jhonkensy Noel,39.6979,8.83423,1.55274,4.28156,5.39515,2.81429,11.7886,0.0457509,0.222536,0.284091,0.38907,0.673161,85.6697,0.0211592,sa3005579,-24.79660181077147
Jonah Bride,61.042,13.9656,0.973078,7.41456,6.31039,7.53761,13.8843,0.11824,0.228786,0.324628,0.327159,0.651787,82.2506,0.0185301,24703,-25.19003320224571
Grae Kessinger,65.1934,13.576,1.49072,8.3139,7.07467,6.93505,19.7411,0.673217,0.208242,0.292221,0.317194,0.609414,71.8613,0.0150234,25813,-38.41136710515761
Kyle McCann,20.9003,3.88338,0.805431,2.05007,2.09518,1.78813,8.74614,0.014728399999999999,0.185804,0.253577,0.341448,0.595025,66.5851,0.0143391,sa1159677,-49.145853399338826
Chris Owings,20.218,4.23562,0.453142,2.76899,2.41662,1.80442,8.15841,0.2475653,0.209498,0.279669,0.335173,0.614842,68.1606,0.0138894,10030,-40.25905649534678
Julio Carreras,61.0457,15.0489,0.864928,7.52886,6.40786,4.04375,16.0415,0.8846290000000001,0.24652,0.296887,0.35094,0.647827,61.0579,0.00965487,sa3005598,-25.57583339262076
Luke Williams,41.1194,8.85811,0.842059,5.47804,2.96145,3.15751,12.6809,3.487407,0.215424,0.275774,0.326846,0.60262,62.3287,0.00920273,19931,-40.77158754879116
Yasiel Puig,63.9073,15.1601,1.98866,8.25079,8.06495,5.29736,17.7189,0.913484,0.23722,0.303806,0.3803,0.684106,87.3932,0.00851215,14225,-17.883724151357697
Pedro León,18.5592,3.68037,0.603583,2.1286,1.95122,1.77511,6.92005,0.759022,0.198304,0.274267,0.343247,0.617514,70.8718,0.00801566,sa3014838,-41.494594601918884
Joey Votto,276.664,59.1439,12.2879,33.4716,39.6499,36.7598,87.9849,-0.082116,0.213775,0.314965,0.396842,0.711807,95.9414,0.0066286,4314,1.2327986822961081
Conner Capel,33.824,8.08761,0.884077,3.96965,3.1641,3.68605,9.51093,1.2804790000000001,0.239108,0.315515,0.367025,0.68254,81.8242,0.00501056,19983,-18.871060205736644
Aaron Schunk,29.5869,7.17291,1.00115,3.57952,3.56587,1.78552,8.35954,0.39132340000000004,0.242435,0.288188,0.40152,0.689708,69.567,0.00490084,sa3009957,-18.964246673678335
Jimmy Herron,22.0004,5.39281,0.5089,3.14166,2.80982,2.09513,5.46071,0.41104799999999997,0.245123,0.315522,0.37673,0.692253,74.3393,0.00432855,sa3008183,-16.83059157803636
Matt Carpenter,149.123,31.2089,6.16185,19.5651,21.6531,23.3044,49.5635,0.5471919999999999,0.209283,0.323766,0.389274,0.71304,97.4518,0.00376144,8090,-7.485756803571472
Travis Blankenhorn,31.5041,7.0657,1.04336,3.79038,3.92546,2.77918,8.95183,0.14522400000000002,0.224279,0.294385,0.382124,0.676509,83.099,0.00246723,18395,-23.753438998910337
Jahmai Jones,24.6364,5.4852,0.615786,3.29796,2.50121,2.9882,7.98751,0.5659108,0.222646,0.309982,0.355883,0.665866,83.3574,0.000663001,18872,-25.596302212667545
Johnathan Rodriguez,29.9359,7.06093,0.956854,3.48769,4.12021,2.27761,10.1173,0.0239471,0.235868,0.29266,0.387583,0.680243,87.9012,2.96259e-05,sa3004147,-21.612148702420818
Sandy León,37.4731,7.38298,0.667775,4.02053,3.26922,3.66534,12.5794,0.0160801,0.197021,0.272498,0.291297,0.563795,56.5171,-0.00157329,5273,-52.376505662088036
Brian Serven,26.1845,5.0186,0.674428,2.4141,2.49688,1.62389,8.31445,0.007114200000000001,0.191663,0.242996,0.298532,0.541528,48.5401,-0.00453175,19422,-59.979834569346195
Graham Pauley,78.5759,19.4673,2.51701,10.3823,10.0209,6.42784,18.3733,1.0369890000000002,0.247752,0.310026,0.406811,0.716837,95.254,-0.00480783,sa3019858,-8.310993957626685
José Iglesias,33.9307,8.64951,0.157486,3.42396,3.07715,1.52248,5.6881,0.0939533,0.254917,0.29112,0.330237,0.621357,69.7822,-0.00487459,10231,-31.715753278066874
Trayce Thompson,85.9084,16.8716,4.02442,10.2064,11.7513,11.1707,39.2655,0.8363400000000001,0.19639,0.292825,0.368581,0.661406,82.0172,-0.00562532,9952,-26.545019131110166
Canaan Smith-Njigba,56.0828,12.5357,1.10558,6.63144,5.95031,6.16814,18.7963,1.749949,0.223522,0.304623,0.334673,0.639296,82.8053,-0.00566282,23264,-29.70368554536869
Bubba Thompson,38.8112,9.06616,0.415623,5.54448,3.69778,2.43398,12.2738,1.8850049999999998,0.233596,0.282847,0.308165,0.591012,64.4038,-0.00678145,22261,-40.80501947797498
Trey Cabbage,44.4873,9.62452,1.95528,5.68432,5.95658,3.48338,19.3426,1.4805929999999998,0.216343,0.276537,0.397604,0.67414,83.451,-0.00791972,21078,-25.244094159149213
Charlie Blackmon,415.486,113.011,10.1566,58.6201,50.3856,36.549,74.7636,2.6772,0.271998,0.340877,0.418341,0.759217,91.6826,-0.00913631,7859,23.733225354882528
Luken Baker,75.5904,17.4031,3.49678,9.65242,11.2289,7.52729,22.8208,0.046397299999999995,0.230229,0.302229,0.425139,0.727368,97.1181,-0.00983561,21497,-8.507480151433107
Ji Man Choi,198.837,44.618,8.06758,24.7115,27.3605,26.9871,65.9445,-0.0869056,0.224395,0.319923,0.396758,0.71668,96.6078,-0.0120791,5452,-1.989171471315978
Jake Bauers,211.015,46.5459,9.24774,26.6515,26.4052,27.0494,73.6347,2.4614700000000003,0.220581,0.310815,0.402782,0.713596,93.3995,-0.0122464,15194,-2.275098342870195
Ehire Adrianza,39.4415,8.71197,0.730274,4.396,3.92748,3.82265,10.0646,0.057580000000000006,0.220884,0.296382,0.334014,0.630396,74.3113,-0.0124134,8418,-33.60665749096984
Miguel Sanó,110.565,23.6683,6.65436,16.1093,17.2235,13.0907,43.72,0.316913,0.214066,0.299627,0.439113,0.73874,99.2048,-0.0135288,12164,-4.744484981989928
Jonathan Davis,76.8285,17.1786,1.31544,10.6938,7.10343,7.9425,23.3452,1.9494950000000002,0.223597,0.307034,0.335003,0.642037,76.9592,-0.0151576,15104,-28.141306321874684
Lazaro Armenteros,24.3048,4.84802,0.759786,3.00677,2.54995,2.53009,11.0139,0.553713,0.199467,0.287928,0.33283,0.620758,77.9841,-0.0152564,sa969091,-39.558574489090475
Elehuris Montero,392.489,99.5238,17.8753,54.7074,59.4064,28.053,123.581,0.445623,0.253571,0.311347,0.449678,0.761025,88.9469,-0.0154611,20543,23.160930971490703
Yonny Hernández,18.838,4.1237,0.0242119,2.46817,1.17311,2.14625,5.11501,0.39230099999999996,0.218903,0.306353,0.264674,0.571027,61.483,-0.0157141,19432,-46.577793214068386
Brennen Davis,28.2682,6.08699,0.662849,3.07529,3.19707,2.33527,8.8387,0.13443680000000002,0.21533,0.296921,0.333039,0.62996,75.5083,-0.0167039,sa3007876,-34.91068242053987
